set L := i1 i2 i3 i4 i5 i6 i7 i8 i9 i10 i11 i12 i13 i14 i15 i16 i17 i18 i19 i20 i21 i22 i23 i24 i25 i26 i27 i28 F101 F102 F103 F104 F105 F106 F107 F108 F109 F110 k1 k2 k3 k4 k5 k6 k7 k8 k9 k10 k11 k12 k13 k14 k15 k16 k17 k18 k19 k20 k21 k22 k23 k24 k25 k26 k27 k28 k29 k30 k31 k32 k33 k34 k35 k36 k37 k38 k39 k40 k41 k42 k43 k44 k45 k46 k47 k48 k49 k50 k51 k52 k53 k54 k55 k56 k57 k58 k59 k60 k61 k62 k63 k64 k65 k66 k67 k68 k69 k70 k71 k72 k73 k74 k75 k76;
set I := i1 i2 i3 i4 i5 i6 i7 i8 i9 i10 i11 i12 i13 i14 i15 i16 i17 i18 i19 i20 i21 i22 i23 i24 i25 i26 i27 i28;
set J := F101 F102 F103 F104 F105 F106 F107 F108 F109 F110;
set K := k1 k2 k3 k4 k5 k6 k7 k8 k9 k10 k11 k12 k13 k14 k15 k16 k17 k18 k19 k20 k21 k22 k23 k24 k25 k26 k27 k28 k29 k30 k31 k32 k33 k34 k35 k36 k37 k38 k39 k40 k41 k42 k43 k44 k45 k46 k47 k48 k49 k50 k51 k52 k53 k54 k55 k56 k57 k58 k59 k60 k61 k62 k63 k64 k65 k66 k67 k68 k69 k70 k71 k72 k73 k74 k75 k76;
set S := small medium large;
set T := deliver return both;
set F := ingest both;
set MaxH := 2;

param Max_Capital_Cost:= 15000000;  #capital investing $ given
param Mile_Cost:= 4;  #mile cost in $ per mile
param Truck_Size:= 6000;  #the max size of a truck in packages
param Load_Cost:= 50;  #the loading cost per truck in $
param Unload_Cost:= 50;  #the unloading cost per truck in $
param Hops:= 2;  #number of hops allowed
param Fixed_Trucks_Cost:= 550; #the min trans cost per truck in $

param capital:= 
k61 i4 77
k61 i5 611
k61 i6 199
k61 i7 310
k61 i8 47
k61 i9 18
k61 i10 21
k61 i11 9
k61 i12 294
k61 i13 87
k61 i14 125
k61 i15 106
k61 i16 1514
k61 i17 31
k61 i18 164
k61 i19 131
k61 i20 24
k61 i21 290
k61 i22 169
k61 i23 2393
k61 i24 91
k61 i25 397
k61 i26 185
k61 i27 124
k61 i28 1368
k61 F101 234
k61 F102 322
k61 F103 181
k61 F104 261
k61 F105 333
k61 F106 369
k61 F107 82
k61 F108 144
k61 F109 126
k61 F110 131
k61 k1 112
k61 k2 36
k61 k3 59
k61 k4 751
k61 k5 185
k61 k6 59
k61 k7 611
k61 k8 145
k61 k9 242
k61 k10 294
k61 k11 240
k61 k12 122
k61 k13 210
k61 k14 151
k61 k15 77
k61 k16 268
k61 k17 150
k61 k18 285
k61 k19 303
k61 k20 295
k61 k21 403
k61 k22 298
k61 k23 440
k61 k24 180
k61 k25 220
k61 k26 190
k61 k27 175
k61 k28 125
k61 k29 88
k61 k30 131
k61 k31 155
k61 k32 88
k61 k33 311
k61 k34 24
k61 k35 329
k61 k36 16
k61 k37 23
k61 k38 14
k61 k39 9
k61 k40 17
k61 k41 28
k61 k42 71
k61 k43 175
k61 k44 120
k61 k45 184
k61 k46 196
k61 k47 184
k61 k48 379
k61 k49 308
k61 k50 308
k61 k51 213
k61 k52 211
k61 k53 104
k61 k54 115
k61 k55 86
k61 k56 95
k61 k57 351
k61 k58 258
k61 k59 227
k61 k60 13
k61 k61 0
k61 k62 325
k61 k63 294
k61 k64 166
k61 k65 224
k61 k66 227
k61 k67 251
k61 k68 18
k61 k69 72
k61 k70 322
k61 k71 140
k61 k72 7
k61 k73 254
k61 k74 309
k61 k75 151
k61 k76 157
k62 i1 548
k62 i2 269
k62 i3 137
k62 i4 277
k62 i5 286
k62 i6 132
k62 i7 33
k62 i8 283
k62 i9 340
k62 i10 344
k62 i11 329
k62 i12 46
k62 i13 389
k62 i14 260
k62 i15 232
k62 i16 1225
k62 i17 340
k62 i18 450
k62 i19 218
k62 i20 316
k62 i21 60
k62 i22 202
k62 i23 2067
k62 i24 236
k62 i25 377
k62 i26 464
k62 i27 221
k62 i28 1066
k62 F101 108
k62 F102 550
k62 F103 192
k62 F104 209
k62 F105 14
k62 F106 48
k62 F107 262
k62 F108 408
k62 F109 437
k62 F110 248
k62 k1 405
k62 k2 360
k62 k3 376
k62 k4 548
k62 k5 482
k62 k6 294
k62 k7 286
k62 k8 444
k62 k9 510
k62 k10 283
k62 k11 203
k62 k12 355
k62 k13 444
k62 k14 463
k62 k15 277
k62 k16 352
k62 k17 239
k62 k18 150
k62 k19 357
k62 k20 341
k62 k21 257
k62 k22 261
k62 k23 195
k62 k24 269
k62 k25 220
k62 k26 224
k62 k27 226
k62 k28 260
k62 k29 277
k62 k30 218
k62 k31 185
k62 k32 245
k62 k33 39
k62 k34 316
k62 k35 27
k62 k36 320
k62 k37 347
k62 k38 338
k62 k39 330
k62 k40 340
k62 k41 351
k62 k42 353
k62 k43 484
k62 k44 260
k62 k45 485
k62 k46 473
k62 k47 255
k62 k48 637
k62 k49 303
k62 k50 220
k62 k51 217
k62 k52 217
k62 k53 324
k62 k54 278
k62 k55 281
k62 k56 260
k62 k57 66
k62 k58 85
k62 k59 104
k62 k60 329
k62 k61 325
k62 k62 0
k62 k63 46
k62 k64 481
k62 k65 507
k62 k66 210
k62 k67 431
k62 k68 321
k62 k69 332
k62 k70 280
k62 k71 283
k62 k72 332
k62 k73 132
k62 k74 193
k62 k75 178
k62 k76 244
k63 i1 591
k63 i2 263
k63 i3 181
k63 i4 254
k63 i5 324
k63 i6 114
k63 i7 62
k63 i8 255
k63 i9 309
k63 i10 313
k63 i11 298
k63 i12 0
k63 i13 351
k63 i14 244
k63 i15 208
k63 i16 1270
k63 i17 305
k63 i18 409
k63 i19 199
k63 i20 287
k63 i21 78
k63 i22 191
k63 i23 2100
k63 i24 203
k63 i25 396
k63 i26 423
k63 i27 201
k63 i28 1110
k63 F101 103
k63 F102 505
k63 F103 148
k63 F104 219
k63 F105 60
k63 F106 94
k63 F107 225
k63 F108 367
k63 F109 400
k63 F110 232
k63 k1 366
k63 k2 329
k63 k3 341
k63 k4 591
k63 k5 442
k63 k6 269
k63 k7 324
k63 k8 405
k63 k9 467
k63 k10 295
k63 k11 157
k63 k12 313
k63 k13 400
k63 k14 426
k63 k15 254
k63 k16 355
k63 k17 226
k63 k18 107
k63 k19 365
k63 k20 349
k63 k21 289
k63 k22 276
k63 k23 238
k63 k24 263
k63 k25 222
k63 k26 220
k63 k27 218
k63 k28 244
k63 k29 256
k63 k30 199
k63 k31 166
k63 k32 219
k63 k33 69
k63 k34 287
k63 k35 69
k63 k36 290
k63 k37 316
k63 k38 307
k63 k39 299
k63 k40 307
k63 k41 318
k63 k42 315
k63 k43 445
k63 k44 218
k63 k45 446
k63 k46 432
k63 k47 210
k63 k48 592
k63 k49 316
k63 k50 239
k63 k51 217
k63 k52 217
k63 k53 306
k63 k54 261
k63 k55 259
k63 k56 239
k63 k57 109
k63 k58 86
k63 k59 91
k63 k60 299
k63 k61 294
k63 k62 46
k63 k63 0
k63 k64 444
k63 k65 466
k63 k66 164
k63 k67 386
k63 k68 287
k63 k69 293
k63 k70 297
k63 k71 270
k63 k72 301
k63 k73 86
k63 k74 214
k63 k75 143
k63 k76 200
k64 i1 913
k64 i2 335
k64 i3 614
k64 i4 241
k64 i5 767
k64 i6 362
k64 i7 469
k64 i8 214
k64 i9 160
k64 i10 155
k64 i11 168
k64 i12 444
k64 i13 92
k64 i14 286
k64 i15 272
k64 i16 1680
k64 i17 143
k64 i18 67
k64 i19 298
k64 i20 186
k64 i21 453
k64 i22 335
k64 i23 2544
k64 i24 246
k64 i25 541
k64 i26 80
k64 i27 291
k64 i28 1534
k64 F101 398
k64 F102 215
k64 F103 307
k64 F104 425
k64 F105 491
k64 F106 527
k64 F107 219
k64 F108 105
k64 F109 43
k64 F110 294
k64 k1 82
k64 k2 144
k64 k3 108
k64 k4 913
k64 k5 48
k64 k6 221
k64 k7 767
k64 k8 49
k64 k9 120
k64 k10 448
k64 k11 346
k64 k12 150
k64 k13 146
k64 k14 18
k64 k15 241
k64 k16 402
k64 k17 313
k64 k18 407
k64 k19 440
k64 k20 436
k64 k21 566
k64 k22 456
k64 k23 606
k64 k24 335
k64 k25 383
k64 k26 353
k64 k27 339
k64 k28 286
k64 k29 249
k64 k30 298
k64 k31 321
k64 k32 255
k64 k33 471
k64 k34 186
k64 k35 488
k64 k36 179
k64 k37 151
k64 k38 160
k64 k39 167
k64 k40 149
k64 k41 137
k64 k42 128
k64 k43 20
k64 k44 232
k64 k45 39
k64 k46 85
k64 k47 273
k64 k48 239
k64 k49 458
k64 k50 472
k64 k51 376
k64 k52 374
k64 k53 243
k64 k54 272
k64 k55 247
k64 k56 260
k64 k57 514
k64 k58 421
k64 k59 389
k64 k60 169
k64 k61 166
k64 k62 481
k64 k63 444
k64 k64 0
k64 k65 90
k64 k66 332
k64 k67 215
k64 k68 164
k64 k69 151
k64 k70 478
k64 k71 293
k64 k72 162
k64 k73 385
k64 k74 474
k64 k75 303
k64 k76 262
k65 i1 975
k65 i2 404
k65 i3 643
k65 i4 302
k65 i5 790
k65 i6 402
k65 i7 501
k65 i8 269
k65 i9 224
k65 i10 220
k65 i11 229
k65 i12 466
k65 i13 137
k65 i14 350
k65 i15 324
k65 i16 1724
k65 i17 195
k65 i18 61
k65 i19 352
k65 i20 247
k65 i21 489
k65 i22 391
k65 i23 2553
k65 i24 285
k65 i25 617
k65 i26 42
k65 i27 344
k65 i28 1571
k65 F101 438
k65 F102 125
k65 F103 319
k65 F104 485
k65 F105 518
k65 F106 555
k65 F107 250
k65 F108 98
k65 F109 105
k65 F110 356
k65 k1 113
k65 k2 212
k65 k3 166
k65 k4 975
k65 k5 44
k65 k6 283
k65 k7 790
k65 k8 80
k65 k9 32
k65 k10 517
k65 k11 343
k65 k12 152
k65 k13 89
k65 k14 91
k65 k15 302
k65 k16 480
k65 k17 374
k65 k18 408
k65 k19 518
k65 k20 512
k65 k21 626
k65 k22 523
k65 k23 653
k65 k24 404
k65 k25 444
k65 k26 414
k65 k27 399
k65 k28 350
k65 k29 312
k65 k30 352
k65 k31 369
k65 k32 307
k65 k33 504
k65 k34 247
k65 k35 518
k65 k36 240
k65 k37 217
k65 k38 223
k65 k39 228
k65 k40 207
k65 k41 197
k65 k42 163
k65 k43 69
k65 k44 247
k65 k45 51
k65 k46 33
k65 k47 270
k65 k48 156
k65 k49 530
k65 k50 532
k65 k51 437
k65 k52 435
k65 k53 316
k65 k54 339
k65 k55 310
k65 k56 320
k65 k57 549
k65 k58 459
k65 k59 426
k65 k60 232
k65 k61 224
k65 k62 507
k65 k63 466
k65 k64 90
k65 k65 0
k65 k66 329
k65 k67 154
k65 k68 216
k65 k69 180
k65 k70 546
k65 k71 362
k65 k72 223
k65 k73 395
k65 k74 531
k65 k75 333
k65 k76 268
k66 i1 749
k66 i2 304
k66 i3 342
k66 i4 235
k66 i5 472
k66 i6 179
k66 i7 220
k66 i8 212
k66 i9 246
k66 i10 248
k66 i11 236
k66 i12 164
k66 i13 245
k66 i14 257
k66 i15 202
k66 i16 1430
k66 i17 221
k66 i18 282
k66 i19 215
k66 i20 234
k66 i21 223
k66 i22 237
k66 i23 2223
k66 i24 155
k66 i25 497
k66 i26 290
k66 i27 211
k66 i28 1267
k66 F101 203
k66 F102 348
k66 F103 57
k66 F104 315
k66 F105 224
k66 F106 257
k66 F107 145
k66 F108 236
k66 F109 291
k66 F110 250
k66 k1 250
k66 k2 262
k66 k3 249
k66 k4 749
k66 k5 316
k66 k6 239
k66 k7 472
k66 k8 286
k66 k9 324
k66 k10 384
k66 k11 14
k66 k12 184
k66 k13 251
k66 k14 314
k66 k15 235
k66 k16 411
k66 k17 257
k66 k18 79
k66 k19 435
k66 k20 420
k66 k21 425
k66 k22 373
k66 k23 397
k66 k24 304
k66 k25 295
k66 k26 276
k66 k27 265
k66 k28 257
k66 k29 244
k66 k30 215
k66 k31 197
k66 k32 201
k66 k33 226
k66 k34 234
k66 k35 231
k66 k36 233
k66 k37 250
k66 k38 242
k66 k39 236
k66 k40 232
k66 k41 240
k66 k42 210
k66 k43 328
k66 k44 109
k66 k45 322
k66 k46 296
k66 k47 60
k66 k48 439
k66 k49 405
k66 k50 352
k66 k51 287
k66 k52 285
k66 k53 294
k66 k54 265
k66 k55 246
k66 k56 232
k66 k57 270
k66 k58 208
k66 k59 183
k66 k60 239
k66 k61 227
k66 k62 210
k66 k63 164
k66 k64 332
k66 k65 329
k66 k66 0
k66 k67 226
k66 k68 213
k66 k69 187
k66 k70 398
k66 k71 287
k66 k72 235
k66 k73 78
k66 k74 334
k66 k75 123
k66 k76 73
k67 i1 950
k67 i2 419
k67 i3 567
k67 i4 315
k67 i5 698
k67 i6 359
k67 i7 435
k67 i8 279
k67 i9 262
k67 i10 260
k67 i11 260
k67 i12 386
k67 i13 186
k67 i14 361
k67 i15 316
k67 i16 1656
k67 i17 221
k67 i18 148
k67 i19 342
k67 i20 274
k67 i21 431
k67 i22 379
k67 i23 2432
k67 i24 261
k67 i25 637
k67 i26 137
k67 i27 335
k67 i28 1493
k67 F101 393
k67 F102 122
k67 F103 242
k67 F104 475
k67 F105 445
k67 F106 480
k67 F107 223
k67 F108 124
k67 F109 197
k67 F110 361
k67 k1 166
k67 k2 262
k67 k3 216
k67 k4 950
k67 k5 172
k67 k6 304
k67 k7 698
k67 k8 171
k67 k9 131
k67 k10 527
k67 k11 236
k67 k12 129
k67 k13 69
k67 k14 204
k67 k15 315
k67 k16 516
k67 k17 378
k67 k18 303
k67 k19 550
k67 k20 540
k67 k21 608
k67 k22 525
k67 k23 606
k67 k24 419
k67 k25 441
k67 k26 413
k67 k27 398
k67 k28 361
k67 k29 328
k67 k30 342
k67 k31 346
k67 k32 303
k67 k33 440
k67 k34 274
k67 k35 449
k67 k36 267
k67 k37 258
k67 k38 258
k67 k39 259
k67 k40 239
k67 k41 236
k67 k42 181
k67 k43 198
k67 k44 193
k67 k45 182
k67 k46 135
k67 k47 176
k67 k48 216
k67 k49 544
k67 k50 520
k67 k51 433
k67 k52 431
k67 k53 355
k67 k54 357
k67 k55 327
k67 k56 327
k67 k57 486
k67 k58 407
k67 k59 376
k67 k60 263
k67 k61 251
k67 k62 431
k67 k63 386
k67 k64 215
k67 k65 154
k67 k66 226
k67 k67 0
k67 k68 234
k67 k69 179
k67 k70 550
k67 k71 383
k67 k72 255
k67 k73 303
k67 k74 511
k67 k75 285
k67 k76 192
k68 i1 759
k68 i2 192
k68 i3 451
k68 i4 87
k68 i5 607
k68 i6 198
k68 i7 307
k68 i8 53
k68 i9 34
k68 i10 36
k68 i11 27
k68 i12 287
k68 i13 79
k68 i14 135
k68 i15 109
k68 i16 1516
k68 i17 21
k68 i18 155
k68 i19 136
k68 i20 39
k68 i21 289
k68 i22 175
k68 i23 2388
k68 i24 84
k68 i25 410
k68 i26 175
k68 i27 128
k68 i28 1369
k68 F101 233
k68 F102 309
k68 F103 169
k68 F104 269
k68 F105 329
k68 F106 366
k68 F107 69
k68 F108 131
k68 F109 122
k68 F110 140
k68 k1 103
k68 k2 48
k68 k3 56
k68 k4 759
k68 k5 178
k68 k6 72
k68 k7 607
k68 k8 138
k68 k9 232
k68 k10 305
k68 k11 226
k68 k12 105
k68 k13 196
k68 k14 148
k68 k15 87
k68 k16 283
k68 k17 159
k68 k18 272
k68 k19 318
k68 k20 309
k68 k21 410
k68 k22 309
k68 k23 442
k68 k24 192
k68 k25 228
k68 k26 198
k68 k27 183
k68 k28 135
k68 k29 99
k68 k30 136
k68 k31 157
k68 k32 92
k68 k33 308
k68 k34 39
k68 k35 326
k68 k36 32
k68 k37 37
k68 k38 30
k68 k39 27
k68 k40 20
k68 k41 31
k68 k42 57
k68 k43 171
k68 k44 104
k68 k45 178
k68 k46 186
k68 k47 167
k68 k48 369
k68 k49 320
k68 k50 316
k68 k51 221
k68 k52 219
k68 k53 120
k68 k54 127
k68 k55 97
k68 k56 104
k68 k57 350
k68 k58 257
k68 k59 225
k68 k60 31
k68 k61 18
k68 k62 321
k68 k63 287
k68 k64 164
k68 k65 216
k68 k66 213
k68 k67 234
k68 k68 0
k68 k69 55
k68 k70 333
k68 k71 153
k68 k72 24
k68 k73 243
k68 k74 315
k68 k75 144
k68 k76 141
k69 i1 799
k69 i2 243
k69 i3 466
k69 i4 138
k69 i5 618
k69 i6 221
k69 i7 323
k69 i8 101
k69 i9 85
k69 i10 85
k69 i11 82
k69 i12 293
k69 i13 59
k69 i14 185
k69 i15 148
k69 i16 1544
k69 i17 46
k69 i18 120
k69 i19 176
k69 i20 94
k69 i21 309
k69 i22 215
k69 i23 2392
k69 i24 104
k69 i25 462
k69 i26 138
k69 i27 168
k69 i28 1392
k69 F101 258
k69 F102 260
k69 F103 156
k69 F104 312
k69 F105 342
k69 F106 379
k69 F107 70
k69 F108 85
k69 F109 108
k69 F110 188
k69 k1 73
k69 k2 92
k69 k3 63
k69 k4 799
k69 k5 150
k69 k6 125
k69 k7 618
k69 k8 112
k69 k9 191
k69 k10 354
k69 k11 202
k69 k12 50
k69 k13 145
k69 k14 133
k69 k15 138
k69 k16 337
k69 k17 205
k69 k18 257
k69 k19 372
k69 k20 362
k69 k21 451
k69 k22 356
k69 k23 472
k69 k24 243
k69 k25 273
k69 k26 243
k69 k27 228
k69 k28 185
k69 k29 150
k69 k30 176
k69 k31 189
k69 k32 132
k69 k33 325
k69 k34 94
k69 k35 341
k69 k36 88
k69 k37 84
k69 k38 82
k69 k39 81
k69 k40 63
k69 k41 65
k69 k42 23
k69 k43 152
k69 k44 81
k69 k45 153
k69 k46 148
k69 k47 133
k69 k48 327
k69 k49 370
k69 k50 358
k69 k51 265
k69 k52 263
k69 k53 176
k69 k54 179
k69 k55 149
k69 k56 152
k69 k57 370
k69 k58 278
k69 k59 246
k69 k60 85
k69 k61 72
k69 k62 332
k69 k63 293
k69 k64 151
k69 k65 180
k69 k66 187
k69 k67 179
k69 k68 55
k69 k69 0
k69 k70 380
k69 k71 205
k69 k72 77
k69 k73 234
k69 k74 354
k69 k75 154
k69 k76 115
k70 i1 438
k70 i2 142
k70 i3 314
k70 i4 245
k70 i5 460
k70 i6 219
k70 i7 247
k70 i8 280
k70 i9 322
k70 i10 326
k70 i11 316
k70 i12 297
k70 i13 410
k70 i14 197
k70 i15 234
k70 i16 1234
k70 i17 353
k70 i18 486
k70 i19 208
k70 i20 298
k70 i21 221
k70 i22 172
k70 i23 2202
k70 i24 290
k70 i25 100
k70 i26 508
k70 i27 215
k70 i28 1107
k70 F101 203
k70 F102 640
k70 F103 346
k70 F104 83
k70 F105 272
k70 F106 283
k70 F107 327
k70 F108 463
k70 F109 444
k70 F110 192
k70 k1 434
k70 k2 335
k70 k3 380
k70 k4 438
k70 k5 505
k70 k6 262
k70 k7 460
k70 k8 466
k70 k9 564
k70 k10 31
k70 k11 401
k70 k12 428
k70 k13 525
k70 k14 465
k70 k15 245
k70 k16 119
k70 k17 174
k70 k18 386
k70 k19 98
k70 k20 84
k70 k21 109
k70 k22 25
k70 k23 211
k70 k24 142
k70 k25 110
k70 k26 137
k70 k27 152
k70 k28 197
k70 k29 234
k70 k30 208
k70 k31 209
k70 k32 248
k70 k33 241
k70 k34 298
k70 k35 257
k70 k36 306
k70 k37 329
k70 k38 323
k70 k39 318
k70 k40 339
k70 k41 348
k70 k42 389
k70 k43 491
k70 k44 361
k70 k45 503
k70 k46 518
k70 k47 404
k70 k48 702
k70 k49 35
k70 k50 60
k70 k51 117
k70 k52 120
k70 k53 236
k70 k54 207
k70 k55 235
k70 k56 229
k70 k57 237
k70 k58 212
k70 k59 222
k70 k60 314
k70 k61 322
k70 k62 280
k70 k63 297
k70 k64 478
k70 k65 546
k70 k66 398
k70 k67 550
k70 k68 333
k70 k69 380
k70 k70 0
k70 k71 184
k70 k72 323
k70 k73 349
k70 k74 88
k70 k75 281
k70 k76 376
k71 i1 621
k71 i2 42
k71 i3 385
k71 i4 68
k71 i5 546
k71 i6 156
k71 i7 256
k71 i8 104
k71 i9 138
k71 i10 141
k71 i11 133
k71 i12 270
k71 i13 227
k71 i14 30
k71 i15 85
k71 i16 1402
k71 i17 171
k71 i18 303
k71 i19 76
k71 i20 116
k71 i21 229
k71 i22 81
k71 i23 2325
k71 i24 139
k71 i25 257
k71 i26 325
k71 i27 78
k71 i28 1265
k71 F101 174
k71 F102 462
k71 F103 230
k71 F104 139
k71 F105 285
k71 F106 315
k71 F107 169
k71 F108 284
k71 F109 259
k71 F110 39
k71 k1 252
k71 k2 150
k71 k3 196
k71 k4 621
k71 k5 321
k71 k6 81
k71 k7 546
k71 k8 282
k71 k9 382
k71 k10 155
k71 k11 296
k71 k12 256
k71 k13 349
k71 k14 281
k71 k15 68
k71 k16 134
k71 k17 44
k71 k18 312
k71 k19 166
k71 k20 156
k71 k21 276
k71 k22 163
k71 k23 336
k71 k24 42
k71 k25 96
k71 k26 71
k71 k27 62
k71 k28 30
k71 k29 55
k71 k30 76
k71 k31 106
k71 k32 89
k71 k33 254
k71 k34 116
k71 k35 275
k71 k36 123
k71 k37 145
k71 k38 139
k71 k39 135
k71 k40 156
k71 k41 165
k71 k42 210
k71 k43 306
k71 k44 211
k71 k45 318
k71 k46 336
k71 k47 269
k71 k48 518
k71 k49 168
k71 k50 182
k71 k51 92
k71 k52 90
k71 k53 55
k71 k54 26
k71 k55 56
k71 k56 59
k71 k57 282
k71 k58 199
k71 k59 180
k71 k60 131
k71 k61 140
k71 k62 283
k71 k63 270
k71 k64 293
k71 k65 362
k71 k66 287
k71 k67 383
k71 k68 153
k71 k69 205
k71 k70 184
k71 k71 0
k71 k72 140
k71 k73 274
k71 k74 191
k71 k75 167
k71 k76 238
k72 i1 753
k72 i2 180
k72 i3 459
k72 i4 79
k72 i5 617
k72 i6 205
k72 i7 316
k72 i8 52
k72 i9 10
k72 i10 13
k72 i11 6
k72 i12 301
k72 i13 87
k72 i14 126
k72 i15 110
k72 i16 1518
k72 i17 33
k72 i18 163
k72 i19 135
k72 i20 24
k72 i21 296
k72 i22 172
k72 i23 2399
k72 i24 98
k72 i25 397
k72 i26 185
k72 i27 128
k72 i28 1373
k72 F101 240
k72 F102 323
k72 F103 189
k72 F104 264
k72 F105 340
k72 F106 375
k72 F107 90
k72 F108 145
k72 F109 123
k72 F110 133
k72 k1 112
k72 k2 28
k72 k3 57
k72 k4 753
k72 k5 183
k72 k6 60
k72 k7 617
k72 k8 143
k72 k9 242
k72 k10 294
k72 k11 248
k72 k12 126
k72 k13 212
k72 k14 147
k72 k15 79
k72 k16 266
k72 k17 152
k72 k18 292
k72 k19 302
k72 k20 294
k72 k21 405
k72 k22 300
k72 k23 444
k72 k24 180
k72 k25 222
k72 k26 192
k72 k27 177
k72 k28 126
k72 k29 89
k72 k30 135
k72 k31 160
k72 k32 93
k72 k33 317
k72 k34 24
k72 k35 335
k72 k36 16
k72 k37 15
k72 k38 6
k72 k39 4
k72 k40 16
k72 k41 25
k72 k42 74
k72 k43 172
k72 k44 128
k72 k45 182
k72 k46 196
k72 k47 191
k72 k48 379
k72 k49 308
k72 k50 311
k72 k51 215
k72 k52 213
k72 k53 101
k72 k54 115
k72 k55 87
k72 k56 98
k72 k57 357
k72 k58 264
k72 k59 233
k72 k60 9
k72 k61 7
k72 k62 332
k72 k63 301
k72 k64 162
k72 k65 223
k72 k66 235
k72 k67 255
k72 k68 24
k72 k69 77
k72 k70 323
k72 k71 140
k72 k72 0
k72 k73 262
k72 k74 312
k72 k75 158
k72 k76 165
k73 i1 675
k73 i2 279
k73 i3 264
k73 i4 236
k73 i5 397
k73 i6 133
k73 i7 144
k73 i8 225
k73 i9 271
k73 i10 275
k73 i11 260
k73 i12 86
k73 i13 294
k73 i14 243
k73 i15 194
k73 i16 1352
k73 i17 257
k73 i18 342
k73 i19 197
k73 i20 253
k73 i21 152
k73 i22 206
k73 i23 2160
k73 i24 166
k73 i25 449
k73 i26 354
k73 i27 196
k73 i28 1190
k73 F101 146
k73 F102 424
k73 F103 78
k73 F104 266
k73 F105 146
k73 F106 179
k73 F107 174
k73 F108 298
k73 F109 342
k73 F110 234
k73 k1 304
k73 k2 290
k73 k3 290
k73 k4 675
k73 k5 376
k73 k6 246
k73 k7 397
k73 k8 342
k73 k9 393
k73 k10 340
k73 k11 71
k73 k12 244
k73 k13 323
k73 k14 367
k73 k15 236
k73 k16 383
k73 k17 235
k73 k18 39
k73 k19 401
k73 k20 385
k73 k21 361
k73 k22 325
k73 k23 322
k73 k24 279
k73 k25 255
k73 k26 243
k73 k27 236
k73 k28 243
k73 k29 242
k73 k30 197
k73 k31 170
k73 k32 200
k73 k33 151
k73 k34 253
k73 k35 154
k73 k36 255
k73 k37 277
k73 k38 268
k73 k39 261
k73 k40 263
k73 k41 274
k73 k42 257
k73 k43 384
k73 k44 153
k73 k45 382
k73 k46 361
k73 k47 129
k73 k48 513
k73 k49 361
k73 k50 297
k73 k51 249
k73 k52 247
k73 k53 295
k73 k54 257
k73 k55 245
k73 k56 227
k73 k57 194
k73 k58 143
k73 k59 127
k73 k60 262
k73 k61 254
k73 k62 132
k73 k63 86
k73 k64 385
k73 k65 395
k73 k66 78
k73 k67 303
k73 k68 243
k73 k69 234
k73 k70 349
k73 k71 274
k73 k72 262
k73 k73 0
k73 k74 276
k73 k75 111
k73 k76 127
k74 i1 445
k74 i2 153
k74 i3 231
k74 i4 233
k74 i5 384
k74 i6 157
k74 i7 161
k74 i8 262
k74 i9 314
k74 i10 318
k74 i11 306
k74 i12 214
k74 i13 395
k74 i14 189
k74 i15 206
k74 i16 1211
k74 i17 336
k74 i18 470
k74 i19 179
k74 i20 288
k74 i21 136
k74 i22 140
k74 i23 2146
k74 i24 253
k74 i25 183
k74 i26 490
k74 i27 187
k74 i28 1074
k74 F101 131
k74 F102 612
k74 F103 287
k74 F104 52
k74 F105 185
k74 F106 194
k74 F107 292
k74 F108 440
k74 F109 435
k74 F110 180
k74 k1 418
k74 k2 331
k74 k3 368
k74 k4 445
k74 k5 494
k74 k6 253
k74 k7 384
k74 k8 453
k74 k9 545
k74 k10 98
k74 k11 335
k74 k12 398
k74 k13 496
k74 k14 459
k74 k15 233
k74 k16 185
k74 k17 161
k74 k18 310
k74 k19 178
k74 k20 161
k74 k21 97
k74 k22 74
k74 k23 149
k74 k24 153
k74 k25 94
k74 k26 122
k74 k27 136
k74 k28 189
k74 k29 224
k74 k30 179
k74 k31 166
k74 k32 223
k74 k33 154
k74 k34 288
k74 k35 169
k74 k36 295
k74 k37 322
k74 k38 314
k74 k39 307
k74 k40 326
k74 k41 337
k74 k42 368
k74 k43 484
k74 k44 317
k74 k45 493
k74 k46 500
k74 k47 351
k74 k48 682
k74 k49 116
k74 k50 27
k74 k51 99
k74 k52 101
k74 k53 246
k74 k54 205
k74 k55 227
k74 k56 214
k74 k57 149
k74 k58 133
k74 k59 151
k74 k60 304
k74 k61 309
k74 k62 193
k74 k63 214
k74 k64 474
k74 k65 531
k74 k66 334
k74 k67 511
k74 k68 315
k74 k69 354
k74 k70 88
k74 k71 191
k74 k72 312
k74 k73 276
k74 k74 0
k74 k75 228
k74 k76 325
k75 i1 665
k75 i2 181
k75 i3 311
k75 i4 125
k75 i5 464
k75 i6 74
k75 i7 168
k75 i8 116
k75 i9 167
k75 i10 171
k75 i11 156
k75 i12 143
k75 i13 211
k75 i14 136
k75 i15 84
k75 i16 1391
k75 i17 162
k75 i18 274
k75 i19 93
k75 i20 146
k75 i21 155
k75 i22 114
k75 i23 2243
k75 i24 60
k75 i25 378
k75 i26 290
k75 i27 89
k75 i28 1238
k75 F101 109
k75 F102 393
k75 F103 66
k75 F104 200
k75 F105 188
k75 F106 224
k75 F107 84
